signature_hash,decision,selected_candidate_id,selected_ein,selected_name,confidence,auto_accept,validation_status,validation_error,explanation,output_json
SIG_cd6e2d28104441a521c4ac537a23198bbad1e98b,KEEP_REPORTED_EIN,C1,540505886,CHURCH SCHOOLS IN THE DIOCESE OF VIRGINIA,0.94,1,ok,,Reported recipient EIN 540505886 was found in org_identity as 'CHURCH SCHOOLS IN THE DIOCESE OF VIRGINIA' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.680. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 540505886 was found in org_identity as 'CHURCH SCHOOLS IN THE DIOCESE OF VIRGINIA' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.680. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
SIG_7441c59136cf45f7bce706c01bc3549c570e2028,KEEP_REPORTED_EIN,C1,546001804,VIRGINIA MUSEUM OF FINE ARTS,0.985,1,ok,,Reported recipient EIN 546001804 was found in org_identity as 'VIRGINIA MUSEUM OF FINE ARTS' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 546001804 was found in org_identity as 'VIRGINIA MUSEUM OF FINE ARTS' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_32bcedfd4e1a2c70bc7b84550fb9bce82e31fbc9,KEEP_REPORTED_EIN,C1,756002618,TEXAS WOMANS UNIVERSITY,0.985,1,ok,,Reported recipient EIN 756002618 was found in org_identity as 'TEXAS WOMANS UNIVERSITY' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 756002618 was found in org_identity as 'TEXAS WOMANS UNIVERSITY' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_134044120f8cf6264bed77625f5e281bf853b83b,KEEP_REPORTED_EIN,C1,474457035,ARMY WEST POINT ATHLETIC ASSOCIATION INC,0.985,1,ok,,Reported recipient EIN 474457035 was found in org_identity as 'ARMY WEST POINT ATHLETIC ASSOCIATION INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 474457035 was found in org_identity as 'ARMY WEST POINT ATHLETIC ASSOCIATION INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_9d23db664106910878d6a9f683bd8d1f32a0ee03,KEEP_REPORTED_EIN,C1,930386869,MOUNT ANGEL ABBEY,0.985,1,ok,,Reported recipient EIN 930386869 was found in org_identity as 'MOUNT ANGEL ABBEY' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 930386869 was found in org_identity as 'MOUNT ANGEL ABBEY' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_ccefd5b00f484eeafcfae0cae9798c21a7516bd5,KEEP_REPORTED_EIN,C1,210634542,BETH MEDRASH GOVOHA OF AMERICA,0.985,1,ok,,Reported recipient EIN 210634542 was found in org_identity as 'BETH MEDRASH GOVOHA OF AMERICA' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 210634542 was found in org_identity as 'BETH MEDRASH GOVOHA OF AMERICA' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_7416631d503aa5b5cde9a61b7fb64ee9ff5c1781,KEEP_REPORTED_EIN,C1,883013171,COME AND SEE FOUNDATION INC,0.985,1,ok,,Reported recipient EIN 883013171 was found in org_identity as 'COME AND SEE FOUNDATION INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 883013171 was found in org_identity as 'COME AND SEE FOUNDATION INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_096effb1f087861e008affd62d58b3fb39ee336c,KEEP_REPORTED_EIN,C1,650851346,TRUE TABERNACLE OF JESUS CHRIST MINISTRIES INC,0.985,1,ok,,Reported recipient EIN 650851346 was found in org_identity as 'TRUE TABERNACLE OF JESUS CHRIST MINISTRIES INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 650851346 was found in org_identity as 'TRUE TABERNACLE OF JESUS CHRIST MINISTRIES INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_c1667ff01aa1dc02076b139d9c8b106b99cb905a,KEEP_REPORTED_EIN,C1,134098775,CONGREGATION OHR TORAH INC,0.985,1,ok,,Reported recipient EIN 134098775 was found in org_identity as 'CONGREGATION OHR TORAH INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 134098775 was found in org_identity as 'CONGREGATION OHR TORAH INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_a966b8a94f00f845afc00b3bcc0238450490a3a1,KEEP_REPORTED_EIN,C1,741109743,CATHOLIC CHARITIES ARCHDIOCESE OF SAN ANTONIO INC,0.985,1,ok,,Reported recipient EIN 741109743 was found in org_identity as 'CATHOLIC CHARITIES ARCHDIOCESE OF SAN ANTONIO INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 741109743 was found in org_identity as 'CATHOLIC CHARITIES ARCHDIOCESE OF SAN ANTONIO INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_9f9aee99b9d0f06d3d77fdc3dd49920e5a30fc22,KEEP_REPORTED_EIN,C1,741256497,MISSIONARY OBLATES OF MARY IMMACULATE SOUTHERN PROVINCE,0.94,1,ok,,Reported recipient EIN 741256497 was found in org_identity as 'MISSIONARY OBLATES OF MARY IMMACULATE SOUTHERN PROVINCE' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.474. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 741256497 was found in org_identity as 'MISSIONARY OBLATES OF MARY IMMACULATE SOUTHERN PROVINCE' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.474. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
SIG_64ee4d9c6d36da4b97bdb8f1e5ecad9552f755db,KEEP_REPORTED_EIN,C1,311036370,NATIONWIDE CHILDRENS HOSPITAL INC,0.985,1,ok,,Reported recipient EIN 311036370 was found in org_identity as 'NATIONWIDE CHILDRENS HOSPITAL INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.983. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 311036370 was found in org_identity as 'NATIONWIDE CHILDRENS HOSPITAL INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.983. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_8ab0601a4dc8793b1438f24b8d9fb456a2748dd5,KEEP_REPORTED_EIN,C1,946036493,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,0.94,1,ok,,Reported recipient EIN 946036493 was found in org_identity as 'UNIVERSITY OF CALIFORNIA SAN FRANCISCO' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.593. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 946036493 was found in org_identity as 'UNIVERSITY OF CALIFORNIA SAN FRANCISCO' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.593. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
SIG_9b1a7913a4e5648d6099f96f5b41a4caafba8833,KEEP_REPORTED_EIN,C1,223511752,KOLLEL INTERNATIONAL INC,0.985,1,ok,,Reported recipient EIN 223511752 was found in org_identity as 'KOLLEL INTERNATIONAL INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 223511752 was found in org_identity as 'KOLLEL INTERNATIONAL INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_686922c8e97e0d47da3ed023ccf3ab50513838a7,KEEP_REPORTED_EIN,C1,237098648,YESHIVA KEREN ORAH,0.985,1,ok,,Reported recipient EIN 237098648 was found in org_identity as 'YESHIVA KEREN ORAH' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 237098648 was found in org_identity as 'YESHIVA KEREN ORAH' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_704a9ae8a954acebfa9062895861b950b958895a,KEEP_REPORTED_EIN,C1,042312909,MASS GENERAL BRIGHAM INCORPORATED,0.94,1,ok,,Reported recipient EIN 042312909 was found in org_identity as 'MASS GENERAL BRIGHAM INCORPORATED' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.391. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 042312909 was found in org_identity as 'MASS GENERAL BRIGHAM INCORPORATED' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.391. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
SIG_115dea51dc769e947e1e2617446fd41d8ee9b51d,KEEP_REPORTED_EIN,C1,590714831,MAYO CLINIC,0.985,1,ok,,Reported recipient EIN 590714831 was found in org_identity as 'MAYO CLINIC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.733. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 590714831 was found in org_identity as 'MAYO CLINIC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.733. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_ac24b4cf4122140c69c9a3047474d0a6f5044726,KEEP_REPORTED_EIN,C1,320344245,CONGREGATION OF HOLY CROSS UNITED STATES PROVINCE INC,0.94,1,ok,,Reported recipient EIN 320344245 was found in org_identity as 'CONGREGATION OF HOLY CROSS UNITED STATES PROVINCE INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.693. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 320344245 was found in org_identity as 'CONGREGATION OF HOLY CROSS UNITED STATES PROVINCE INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.693. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
SIG_27f8465933e89adcf9247c42b203d452438e4b28,KEEP_REPORTED_EIN,C1,112558749,CONGREGATION AHAVAS TZDOKAH VCHESED INC,0.985,1,ok,,Reported recipient EIN 112558749 was found in org_identity as 'CONGREGATION AHAVAS TZDOKAH VCHESED INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 112558749 was found in org_identity as 'CONGREGATION AHAVAS TZDOKAH VCHESED INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_fef1815a46d479ae570995510eacd9fdd8839cbc,KEEP_REPORTED_EIN,C1,621869024,HOUSE OF PRAISE AND WORSHIP CHURCH,0.985,1,ok,,Reported recipient EIN 621869024 was found in org_identity as 'HOUSE OF PRAISE AND WORSHIP CHURCH' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 621869024 was found in org_identity as 'HOUSE OF PRAISE AND WORSHIP CHURCH' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_c43f0cd028bcdd3dfaec9f27c17fd581b4e81901,KEEP_REPORTED_EIN,C1,810583641,M Y KEREN HASHLUCHIM INC,0.985,1,ok,,Reported recipient EIN 810583641 was found in org_identity as 'M Y KEREN HASHLUCHIM INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 810583641 was found in org_identity as 'M Y KEREN HASHLUCHIM INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_bdd9be96c452c8b77006878904fecbbab60edfd1,KEEP_REPORTED_EIN,C1,650246247,ONEHOPE INC,0.985,1,ok,,Reported recipient EIN 650246247 was found in org_identity as 'ONEHOPE INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.933. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 650246247 was found in org_identity as 'ONEHOPE INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.933. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_b4ad1850ff8f81eed4b97fcd023e0fa4170ee50e,KEEP_REPORTED_EIN,C1,956006143,REGENTS UNIV OF CALIFORNIA,0.94,1,ok,,Reported recipient EIN 956006143 was found in org_identity as 'REGENTS UNIV OF CALIFORNIA' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.407. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 956006143 was found in org_identity as 'REGENTS UNIV OF CALIFORNIA' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.407. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
SIG_3f1c526444e4652b71af175a423dedc6226021e8,KEEP_REPORTED_EIN,C1,956006173,CAMPUS CRUSADE FOR CHRIST INC,0.985,1,ok,,Reported recipient EIN 956006173 was found in org_identity as 'CAMPUS CRUSADE FOR CHRIST INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 956006173 was found in org_identity as 'CAMPUS CRUSADE FOR CHRIST INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_353074a34633a5a79eda6c94e3b2c3243b98ed04,KEEP_REPORTED_EIN,C1,841908707,MASS GENERAL BRIGHAM INCORPORATED,0.94,1,ok,,Reported recipient EIN 841908707 was found in org_identity as 'MASS GENERAL BRIGHAM INCORPORATED' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.714. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 841908707 was found in org_identity as 'MASS GENERAL BRIGHAM INCORPORATED' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.714. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
SIG_083a5b8db6f690d5a5a7247f11b130f6e1a06b59,KEEP_REPORTED_EIN,C1,591276272,DIOCESE OF SOUTHEAST FLORIDA INC,0.985,1,ok,,Reported recipient EIN 591276272 was found in org_identity as 'DIOCESE OF SOUTHEAST FLORIDA INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.983. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 591276272 was found in org_identity as 'DIOCESE OF SOUTHEAST FLORIDA INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.983. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_c37f463eee4b45f2aec5d79420482bdaec8360d8,KEEP_REPORTED_EIN,C1,042312909,MASS GENERAL BRIGHAM INCORPORATED,0.985,1,ok,,Reported recipient EIN 042312909 was found in org_identity as 'MASS GENERAL BRIGHAM INCORPORATED' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 042312909 was found in org_identity as 'MASS GENERAL BRIGHAM INCORPORATED' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_5616a678e22f98dc4e72cfc0d6b54a3b3ea52d9b,KEEP_REPORTED_EIN,C1,751517932,GLOBAL SPHERES CENTER,0.985,1,ok,,Reported recipient EIN 751517932 was found in org_identity as 'GLOBAL SPHERES CENTER' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 751517932 was found in org_identity as 'GLOBAL SPHERES CENTER' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_4a8e67febfec78be9157c4996976bef75017f181,KEEP_REPORTED_EIN,C1,680338225,SONOMA STATE UNIVERSITY,0.985,1,ok,,Reported recipient EIN 680338225 was found in org_identity as 'SONOMA STATE UNIVERSITY' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 680338225 was found in org_identity as 'SONOMA STATE UNIVERSITY' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_d05bf45a1b80eedd75e61aea74ea1cec08858ee2,KEEP_REPORTED_EIN,C1,953095682,FRONTIER MISSION FELLOWSHIP,0.94,1,ok,,Reported recipient EIN 953095682 was found in org_identity as 'FRONTIER MISSION FELLOWSHIP' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.683. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 953095682 was found in org_identity as 'FRONTIER MISSION FELLOWSHIP' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.683. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
